	Sample_Names	Percolation_Threshold
173	'A116E03_'	2.3321347773897405
174	'A117E03_'	2.3120744788991003
175	'A118E03_'	2.3725651887561803
176	'A119E03_'	2.24509559326294
177	'A120E03_'	2.17280962565793
178	'A121E03_'	2.13326454374203
179	'A122E03_'	2.00588019857169
180	'A123E03_'	1.9222095340214198
181	'A124E03_'	1.7010834209075
182	'A125E03_'	1.7271323989931202
183	'A126E03_'	1.7905876590404202
184	'A127E03_'	1.7454699170123602
185	'A128E03_'	1.6691158426557202
186	'A129E03_'	1.6629323077426899
187	'A130E03_'	1.5133191530645902
188	'A150E03_'	1.49923636438741
189	'A152E03_'	1.52874749938158
190	'A211E03_'	1.5522595740288898
191	'A212E03_'	1.6096469612106699
192	'A213E03_'	1.6755501504919699
193	'A214E03_'	1.69478340313335
194	'A215E03_'	1.65376569034842
195	'A216E03_'	1.5324665263822201
196	'A230E03_'	1.5065438892674898
197	'A231E03_'	1.53309088612183
198	'A232E03_'	1.53591741186502
199	'A233E03_'	1.62695497292227
200	'A234E03_'	1.69428099058675
201	'A235E03_'	1.7592791775076597
202	'A236E03_'	1.7478238921220701
203	'A237E03_'	1.7320739781973702
204	'A238E03_'	1.60216624542609
205	'A239E03_'	1.5976392331428901
206	'A286E03_'	1.4977367218697801
207	'A287E03_'	1.5492601413704399
208	'A288E03_'	1.5048843569054398
209	'A291E03_'	1.5561959048570002
210	'A293E03_'	1.4912277311217201
211	'A294E03_'	1.63024694018855
212	'A295E03_'	1.59186639533575
213	'A296E03_'	1.55113135278898
214	'A298E03_'	1.50970802999949
215	'A299E03_'	1.65307073531948
216	'A323E03_'	1.5090720327090001
217	'A324E03_'	1.54951046890394
218	'A325E03_'	1.4917062591913999
219	'A328E03_'	1.5242776683219201
220	'A329E03_'	1.50268440308393
221	'A371E03_'	1.5227677793573
222	'A372E03_'	1.75400556832133
223	'A373E03_'	1.89539150379273
224	'A374E03_'	1.96328936643009
225	'A375E03_'	2.11507527619744
226	'A376E03_'	2.04446735171699
227	'A377E03_'	1.86163061479707
228	'A378E03_'	1.80581727460121
229	'A379E03_'	1.58310453999218
230	'A447E03_'	1.6017922455700502
231	'A616E03_'	1.5015110111542902
232	'A619E03_'	1.49711048325202
233	'A627E03_'	1.67912480190411
234	'A628E03_'	1.91303990652493
235	'A629E03_'	1.9929393553061399
236	'A630E03_'	2.07824524443801
237	'A631E03_'	2.10490007029461
238	'A632E03_'	2.0962034832463203
239	'A633E03_'	2.02669441771548
240	'A634E03_'	1.60016210132251
241	'A635E03_'	1.53179851110872
242	'A642E03_'	1.50607483312029
243	'A643E03_'	1.8841569479466
244	'A644E03_'	2.11175209373199
245	'A645E03_'	2.3079236979972997
246	'A646E03_'	1.94502427659835
247	'A647E03_'	2.34028522295713
248	'A648E03_'	2.4076313664259503
249	'A649E03_'	2.2913266280170803
250	'A650E03_'	2.17964000537625
251	'A651E03_'	2.21527332360709
252	'A652E03_'	2.28240024355666
253	'A653E03_'	2.32903125974944
254	'A654E03_'	2.27628593812496
255	'A655E03_'	1.9558792749688798
256	'A656E03_'	1.76063245219565
257	'A657E03_'	1.66387720033468
258	'A658E03_'	1.55338329538107
259	'A659E03_'	1.58567096880114
260	'A660E03_'	1.62017408201316
261	'A661E03_'	1.6431886991013203
262	'A662E03_'	1.63636102237092
263	'A670E03_'	1.6412152356059098
264	'A671E03_'	1.68389759896563
265	'A672E03_'	1.6577094147054299
266	'A673E03_'	1.60713618666603
267	'A674E03_'	1.52125856408562
268	'A723E03_'	1.48761406813556
269	'A724E03_'	1.53134218931846
270	'A725E03_'	1.53830219339979
271	'A726E03_'	1.51354602424398
272	'A727E03_'	1.5022676395073
273	'A734E03_'	1.61495971526568
274	'A735E03_'	1.8094345030945802
275	'A736E03_'	2.0245430154896
276	'A737E03_'	2.05135645019222
277	'A738E03_'	1.8975359763316202
278	'A078E05_'	1.48444786362346
279	'A079E05_'	1.5164923143340001
280	'A080E05_'	1.53423377876248
281	'A081E05_'	1.5796329396068
282	'A082E05_'	1.61359376015258
283	'A083E05_'	1.67041626282022
284	'A084E05_'	1.58741035918439
285	'A099E05_'	1.4947365109550101
286	'A100E05_'	1.56011847422246
287	'A105E05_'	1.4949075273668302
288	'A106E05_'	1.4889104459397
289	'A107E05_'	1.48148491813819
290	'A111E05_'	1.70131310152803
291	'A112E05_'	1.92731091771518
292	'A113E05_'	2.11749734206934
293	'A114E05_'	2.20082601163094
294	'A115E05_'	2.2142839161508303
295	'A116E05_'	2.27822169677263
296	'A117E05_'	2.2782808437565496
297	'A118E05_'	2.3440749661352998
298	'A119E05_'	2.04627016241866
299	'A120E05_'	2.0703673757608603
300	'A121E05_'	2.14631295193092
301	'A122E05_'	2.11936739691324
302	'A123E05_'	1.7972778172365502
303	'A124E05_'	1.4842405386789
304	'A208E05_'	1.50100175649701
305	'A209E05_'	1.5547903044798002
306	'A210E05_'	1.5014163194719699
307	'A211E05_'	1.50883744217416
308	'A212E05_'	1.5034247826014
309	'A213E05_'	1.5040018048776498
310	'A214E05_'	1.5973968089636401
311	'A215E05_'	1.5634134523118202
312	'A216E05_'	1.49007243182836
313	'A219E05_'	1.52683787115374
314	'A220E05_'	1.5256297100135499
315	'A221E05_'	1.5661080453743401
316	'A222E05_'	1.5047993399010802
317	'A226E05_'	1.57830461659306
318	'A227E05_'	1.5831732430393999
319	'A228E05_'	1.6686206885175099
320	'A229E05_'	1.6834722571036398
321	'A230E05_'	1.70854207529303
322	'A231E05_'	1.75714804675198
323	'A232E05_'	1.7767101380839598
324	'A233E05_'	1.7883320525092599
325	'A234E05_'	1.8544774780675102
326	'A235E05_'	1.88863388587672
327	'A236E05_'	1.91328841282093
328	'A237E05_'	1.8789293507457199
329	'A238E05_'	1.86378155550778
330	'A239E05_'	1.80120106732393
331	'A240E05_'	1.75818138738845
332	'A241E05_'	1.65631668535873
333	'A242E05_'	1.60686793257917
334	'A243E05_'	1.5321288312477601
335	'A329E05_'	1.52814197910889
336	'A370E05_'	1.5258895382333002
337	'A371E05_'	1.89982824692058
338	'A372E05_'	2.18873296357234
339	'A373E05_'	2.3850751444508598
340	'A374E05_'	2.1143284385603
341	'A375E05_'	2.2510736619847798
342	'A376E05_'	2.0935794255450904
343	'A377E05_'	1.9580518568205902
344	'A378E05_'	1.9289887083505
345	'A379E05_'	1.76904838617821
346	'A380E05_'	1.6463720763913
347	'A381E05_'	1.5191314265335198
348	'A394E05_'	1.5571575825456598
349	'A395E05_'	1.54008824295251
350	'A396E05_'	1.50848281138196
351	'A465E05_'	1.4985024234670299
352	'A466E05_'	1.6169465865128299
353	'A468E05_'	1.53516940530575
354	'A534E05_'	1.47920003612851
355	'A542E05_'	1.49542373215451
356	'A615E05_'	1.47669194738976
357	'A616E05_'	1.4812585959328501
358	'A619E05_'	1.5052013467508603
359	'A620E05_'	1.51199035695297
360	'A630E05_'	1.57801242478818
361	'A631E05_'	1.7218014367357999
362	'A632E05_'	1.73691814802618
363	'A633E05_'	1.67674093453805
364	'A634E05_'	1.4925019718316999
365	'A640E05_'	1.4844953364838502
366	'A641E05_'	1.61838657365463
367	'A642E05_'	1.6564964099059099
368	'A644E05_'	1.5646972769882699
369	'A645E05_'	1.7528728712762498
370	'A646E05_'	1.4963892791418898
371	'A647E05_'	1.7354350908658502
372	'A648E05_'	1.7578622816926297
373	'A649E05_'	1.75766074360775
374	'A650E05_'	1.95592970877766
375	'A651E05_'	2.10199918938356
376	'A652E05_'	2.0613689633637
377	'A653E05_'	1.95407028971376
378	'A654E05_'	1.68195445161118
379	'A655E05_'	1.5912064579586203
380	'A656E05_'	1.7419380756375802
381	'A657E05_'	1.8584250238131201
382	'A658E05_'	1.81232541220975
383	'A659E05_'	1.76981072176974
384	'A660E05_'	1.5842378155380499
385	'A673E05_'	1.5272954373281002
386	'A680E05_'	1.47794179072921
387	'A690E05_'	1.4791509427446698
388	'A691E05_'	1.5510824036928201
389	'A692E05_'	1.5559264215062298
390	'A693E05_'	1.56504410126373
391	'A694E05_'	1.61074461151885
392	'A695E05_'	1.6089208082866397
393	'A696E05_'	1.6284464305221102
394	'A697E05_'	1.57612272547111
395	'A698E05_'	1.48236116922674
396	'A701E05_'	1.5212003775174698
397	'A702E05_'	1.5040666224639498
398	'A703E05_'	1.53723546799438
399	'A704E05_'	1.52759387876817
400	'A705E05_'	1.51626357754506
401	'A706E05_'	1.4993764710754198
402	'A733E05_'	1.57707621750375
403	'A734E05_'	1.68333523111204
404	'A735E05_'	1.79797144776306
405	'A736E05_'	1.6724941598695
406	'A737E05_'	1.56341920676923
407	'A738E05_'	1.75549096793812
408	'A051E07_'	1.51962498425051
409	'A053E07_'	1.54581972963794
410	'A054E07_'	1.5317208221723602
411	'A056E07_'	1.49517473573549
412	'A057E07_'	1.4823420402725198
413	'A058E07_'	1.4878941246683899
414	'A079E07_'	1.4808333367928401
415	'A080E07_'	1.48517786626782
416	'A081E07_'	1.50040218659244
417	'A099E07_'	1.47757489130104
418	'A105E07_'	1.56229469746199
419	'A106E07_'	1.5918859259898899
420	'A107E07_'	1.57293433027347
421	'A111E07_'	1.55451081437477
422	'A112E07_'	1.7766430615101498
423	'A113E07_'	2.0208726533889196
424	'A114E07_'	1.91163520844507
425	'A115E07_'	1.9216891821319801
426	'A116E07_'	1.93895287778534
427	'A117E07_'	2.29524589749289
428	'A118E07_'	2.23002462267496
429	'A119E07_'	2.0629268065344
430	'A120E07_'	2.05900769985507
431	'A121E07_'	2.04547221936091
432	'A122E07_'	1.87134729127047
433	'A123E07_'	1.5653799071021297
434	'A152E07_'	1.47698420437516
435	'A155E07_'	1.58198868314124
436	'A156E07_'	1.53781170846403
437	'A157E07_'	1.56530231801974
438	'A158E07_'	1.5525021311036
439	'A209E07_'	1.58124998872867
440	'A210E07_'	1.57667030667514
441	'A211E07_'	1.63827293705882
442	'A212E07_'	1.63905621817738
443	'A213E07_'	1.6586919117059902
444	'A214E07_'	1.71908323274763
445	'A215E07_'	1.68299289949748
446	'A217E07_'	1.5278094334941101
447	'A218E07_'	1.6439853741432602
448	'A219E07_'	1.6611945369869598
449	'A220E07_'	1.68075033090047
450	'A221E07_'	1.67370939324445
451	'A222E07_'	1.59335631942789
452	'A223E07_'	1.54295880283665
453	'A224E07_'	1.5204882256608
454	'A225E07_'	1.56525868772826
455	'A226E07_'	1.65625964100117
456	'A227E07_'	1.63881816245213
457	'A228E07_'	1.6909697716031498
458	'A229E07_'	1.7095248398605298
459	'A230E07_'	1.74457280958895
460	'A231E07_'	1.6935337129997599
461	'A232E07_'	1.7940648947848201
462	'A233E07_'	1.77532972042705
463	'A234E07_'	1.82766456428388
464	'A235E07_'	1.82994272952905
465	'A236E07_'	1.84525572735023
466	'A237E07_'	1.8015654633507698
467	'A238E07_'	1.78177447172281
468	'A239E07_'	1.75901248196402
469	'A240E07_'	1.7446802966383002
470	'A241E07_'	1.6695037469171798
471	'A242E07_'	1.68401495379255
472	'A243E07_'	1.62756703084828
473	'A244E07_'	1.53443727727767
474	'A329E07_'	1.6055700713399699
475	'A330E07_'	1.53358440250085
476	'A338E07_'	1.48364947133787
477	'A347E07_'	1.4921438163353202
478	'A348E07_'	1.52640065502291
479	'A369E07_'	1.4765152272821103
480	'A370E07_'	1.53225587024198
481	'A371E07_'	1.8115879589080102
482	'A372E07_'	2.12410261871557
483	'A373E07_'	2.3557389425463597
484	'A374E07_'	2.19153133368947
485	'A375E07_'	2.19110748491961
486	'A376E07_'	1.98521326989124
487	'A377E07_'	1.89946536272185
488	'A378E07_'	1.8640088036890599
489	'A379E07_'	1.6934731738136102
490	'A380E07_'	1.61257233846245
491	'A381E07_'	1.52954323940269
492	'A391E07_'	1.5213959923825602
493	'A392E07_'	1.49540407118239
494	'A393E07_'	1.50663550709446
495	'A394E07_'	1.59767341097535
496	'A395E07_'	1.56794104870642
497	'A396E07_'	1.53022960944791
498	'A429E07_'	1.52727935414451
499	'A430E07_'	1.53280151369553
500	'A431E07_'	1.4929074313922
501	'A432E07_'	1.48774412350938
502	'A437E07_'	1.5206768140727902
503	'A438E07_'	1.52211620475221
504	'A461E07_'	1.4874822233261
505	'A462E07_'	1.58712153361631
506	'A463E07_'	1.49140496292968
507	'A464E07_'	1.5125729423461798
508	'A465E07_'	1.66373447345713
509	'A466E07_'	1.5726004410864198
510	'A467E07_'	1.5263934023813301
511	'A468E07_'	1.5725452786446001
512	'A469E07_'	1.66143953473748
513	'A534E07_'	1.50309747042413
514	'A536E07_'	1.5148815252670402
515	'A537E07_'	1.5009279983668997
516	'A540E07_'	1.49978882213777
517	'A541E07_'	1.5471116371879599
518	'A542E07_'	1.56652106017467
519	'A546E07_'	1.51655230908824
520	'A547E07_'	1.4843575241923201
521	'A644E07_'	1.62596419383562
522	'A645E07_'	1.6825400442476002
523	'A646E07_'	1.7174213980133601
524	'A649E07_'	1.6617377472759398
525	'A650E07_'	1.9253229683850903
526	'A651E07_'	2.00103150225767
527	'A652E07_'	1.9863751224443102
528	'A653E07_'	1.90527508303177
529	'A654E07_'	1.8313482971319601
530	'A655E07_'	1.75572916739281
531	'A656E07_'	1.6320986884400401
532	'A657E07_'	1.6789526811233402
533	'A658E07_'	1.6055287183657398
534	'A659E07_'	1.57519911849942
535	'A662E07_'	1.61067450376238
536	'A663E07_'	1.76875718680085
537	'A664E07_'	1.83866353979833
538	'A665E07_'	1.6734846563059198
539	'A677E07_'	1.56006146342733
540	'A678E07_'	1.5627294563543501
541	'A679E07_'	1.53657684637494
542	'A680E07_'	1.4871892164727398
543	'A681E07_'	1.4914551335654198
544	'A683E07_'	1.5071398889665701
545	'A733E07_'	1.5421002982538798
546	'A734E07_'	1.59343399905776
547	'A735E07_'	1.66399378136939
548	'A736E07_'	1.7476194396233702
549	'A737E07_'	1.79307388174771
550	'A738E07_'	1.89804458762032
551	'A016E09_'	1.48942656393184
552	'A017E09_'	1.49350851441771
553	'A018E09_'	1.49847364305066
554	'A019E09_'	1.4899318194865
555	'A043E09_'	1.49531047405098
556	'A044E09_'	1.50542006718828
557	'A045E09_'	1.51202510612951
558	'A046E09_'	1.53427003440965
559	'A047E09_'	1.54070773228423
560	'A048E09_'	1.53210935731141
561	'A049E09_'	1.5388536256177199
562	'A050E09_'	1.5598152816881998
563	'A051E09_'	1.5279650318647302
564	'A086E09_'	1.5388854077620802
565	'A093E09_'	1.50991806159758
566	'A103E09_'	1.5184288483810702
567	'A105E09_'	1.5192768753048402
568	'A106E09_'	1.64188609140991
569	'A107E09_'	1.53671894727473
570	'A112E09_'	1.7624966272223401
571	'A113E09_'	1.90373885859799
572	'A114E09_'	1.90094184323526
573	'A115E09_'	1.84450238602972
574	'A116E09_'	1.76029462822626
575	'A117E09_'	2.2233342388818502
576	'A118E09_'	2.10012643245673
577	'A119E09_'	2.06376669445096
578	'A120E09_'	2.07033987304388
579	'A121E09_'	1.9971391610313702
580	'A122E09_'	1.76825989001917
581	'A150E09_'	1.53517873055325
582	'A151E09_'	1.72712130667745
583	'A152E09_'	1.7524818948201901
584	'A153E09_'	1.74291798090354
585	'A154E09_'	1.66379907514071
586	'A155E09_'	1.6737559645443
587	'A156E09_'	1.6285095778713101
588	'A157E09_'	1.61189581112621
589	'A185E09_'	1.4808892959586901
590	'A188E09_'	1.4784060695089098
591	'A208E09_'	1.5086045895266298
592	'A209E09_'	1.4922421368705499
593	'A210E09_'	1.52870146620517
594	'A211E09_'	1.5837056203206
595	'A212E09_'	1.71399618961841
596	'A213E09_'	1.71664927480681
597	'A214E09_'	1.72559596043049
598	'A215E09_'	1.72866166399787
599	'A216E09_'	1.7587893979486298
600	'A217E09_'	1.74101995348398
601	'A218E09_'	1.72760708708737
602	'A219E09_'	1.73479861651425
603	'A220E09_'	1.68351309903795
604	'A221E09_'	1.6621091373562
605	'A222E09_'	1.58533764980037
606	'A223E09_'	1.5349326601232298
607	'A224E09_'	1.53452174184199
608	'A225E09_'	1.55654106682402
609	'A226E09_'	1.6276599356097001
610	'A227E09_'	1.56998589742492
611	'A228E09_'	1.5460453081231897
612	'A229E09_'	1.49540861145044
613	'A230E09_'	1.49395636516884
614	'A329E09_'	1.49269669687037
615	'A330E09_'	1.52424340796186
616	'A331E09_'	1.5430926572586598
617	'A332E09_'	1.52038676957262
618	'A335E09_'	1.48824051767398
619	'A336E09_'	1.49650975000173
620	'A337E09_'	1.48465306686563
621	'A346E09_'	1.49870009895661
622	'A347E09_'	1.56339164572404
623	'A348E09_'	1.61481034251668
624	'A349E09_'	1.57877749836893
625	'A350E09_'	1.47980216741108
626	'A352E09_'	1.49320241575074
627	'A364E09_'	1.5000683814555902
628	'A365E09_'	1.5173480297361601
629	'A366E09_'	1.56873350179416
630	'A367E09_'	1.6022805398018403
631	'A368E09_'	1.6527037529643402
632	'A369E09_'	1.6938820221065602
633	'A370E09_'	1.73632520203313
634	'A371E09_'	1.93422118258705
635	'A372E09_'	2.09974370159607
636	'A373E09_'	2.2442265534816497
637	'A374E09_'	2.0938820409801497
638	'A375E09_'	2.06383548369985
639	'A376E09_'	1.94754587479732
640	'A377E09_'	1.83176208126193
641	'A378E09_'	1.80019636859059
642	'A379E09_'	1.62029024804081
643	'A380E09_'	1.57002977720198
644	'A381E09_'	1.50355867440077
645	'A390E09_'	1.4958002646537802
646	'A391E09_'	1.55175611455845
647	'A392E09_'	1.61576582780334
648	'A393E09_'	1.55209638823509
649	'A394E09_'	1.5866853578373
650	'A395E09_'	1.52356612079978
651	'A396E09_'	1.5065971891624201
652	'A428E09_'	1.51566476704218
653	'A429E09_'	1.55885462995906
654	'A430E09_'	1.53054397401933
655	'A431E09_'	1.52014914258869
656	'A432E09_'	1.51768197561459
657	'A435E09_'	1.48821700655076
658	'A436E09_'	1.52529701926893
659	'A437E09_'	1.6156336761932502
660	'A438E09_'	1.6381018761121002
661	'A439E09_'	1.7370987040717
662	'A440E09_'	1.6692878152883996
663	'A441E09_'	1.63307150872437
664	'A442E09_'	1.6215818538044098
665	'A443E09_'	1.6517766626315098
666	'A444E09_'	1.6408081520583302
667	'A445E09_'	1.62628306217657
668	'A446E09_'	1.49098955401362
669	'A447E09_'	1.58751325543439
670	'A448E09_'	1.60582279177172
671	'A449E09_'	1.4837527007833702
672	'A458E09_'	1.48858162659069
673	'A459E09_'	1.53284028839219
674	'A460E09_'	1.58922341925684
675	'A461E09_'	1.6469134043792901
676	'A462E09_'	1.6705663957053603
677	'A463E09_'	1.6972546485463798
678	'A464E09_'	1.66912334475995
679	'A465E09_'	1.79605140526849
680	'A466E09_'	1.57873125843203
681	'A467E09_'	1.58168820501006
682	'A468E09_'	1.6215439004276002
683	'A469E09_'	1.52589896422133
684	'A470E09_'	1.48891297753504
685	'A477E09_'	1.71513250363473
686	'A497E09_'	1.4798192943746298
687	'A534E09_'	1.53685638423901
688	'A536E09_'	1.50959749543566
689	'A537E09_'	1.48645244016715
690	'A542E09_'	1.51367674017476
691	'A543E09_'	1.49650400969468
692	'A560E09_'	1.4773193470782098
693	'A563E09_'	1.48920091855666
694	'A564E09_'	1.51731345217329
695	'A565E09_'	1.5289635159612098
696	'A566E09_'	1.5524975785168
697	'A567E09_'	1.5353477169416698
698	'A645E09_'	1.59406814550143
699	'A646E09_'	1.62718907732411
700	'A649E09_'	1.54884758048718
701	'A650E09_'	1.7336064738453099
702	'A651E09_'	1.7850964375551999
703	'A652E09_'	1.7608743866114198
704	'A653E09_'	1.66862348652998
705	'A654E09_'	1.63349996530529
706	'A655E09_'	1.59457400079299
707	'A656E09_'	1.51467095236116
708	'A657E09_'	1.53510804607402
709	'A661E09_'	1.49534573639135
710	'A662E09_'	1.61691431159826
711	'A663E09_'	1.7563168789662
712	'A664E09_'	1.87236930962813
713	'A665E09_'	1.80640505981186
714	'A666E09_'	1.5355309262080699
715	'A681E09_'	1.4814925154442098
716	'A683E09_'	1.5454833817048401
717	'A689E09_'	1.4840467261799397
718	'A690E09_'	1.51501685660986
719	'A691E09_'	1.54174996107541
720	'A692E09_'	1.5465958761575902
721	'A693E09_'	1.56928405901968
722	'A694E09_'	1.57812349497136
723	'A695E09_'	1.5668695623199298
724	'A696E09_'	1.49717898112342
